txn_id,sender_id,recipient_id,amount,currency,channel,timestamp,sender_age,sender_tenure_days,sender_typical_amount,recipient_is_new_to_sender,recipient_account_age_days,recipient_distinct_senders_1h,recipient_distinct_senders_24h,recipient_distinct_senders_7d,has_credential_event,credential_event_type,credential_event_minutes_before_txn,credential_failed_attempts,label
TXN-0010302,SND-00089,REC-00157,5546.21,NGN,merchant,2026-07-06T07:12:58,23,355,704.84,0,159,0,1,2,0,none,0.0,0,0
TXN-0010303,SND-03391,REC-01911,379.28,TZS,p2p,2026-07-30T07:22:51,30,368,277.6,0,747,0,1,3,1,pin_failed_then_success,26.6844,6,0
TXN-0010304,SND-03639,REC-01685,561.89,ZAR,merchant,2026-07-18T00:21:05,48,601,345.99,0,18,7,50,98,0,none,0.0,0,1
TXN-0010305,SND-03063,REC-02305,6670.15,XOF,p2p,2026-07-18T22:22:42,29,1030,2816.5,0,62,0,0,3,0,none,0.0,0,0
TXN-0010306,SND-03850,REC-01312,1098.6,UGX,agent_cashout,2026-07-07T08:36:24,22,1220,1174.34,0,554,0,0,2,0,none,0.0,0,0
TXN-0010307,SND-02366,REC-02226,1186.7,UGX,agent_cashout,2026-07-12T16:51:39,24,461,133.75,1,765,0,1,3,0,none,0.0,0,0
TXN-0010308,SND-01746,REC-02336,488.05,XOF,p2p,2026-07-12T07:06:18,29,62,385.55,0,169,0,0,2,0,none,0.0,0,0
TXN-0010309,SND-00979,REC-02265,2107.38,XOF,bill_pay,2026-07-24T11:51:25,46,837,501.7,1,31,0,2,5,0,none,0.0,0,0
TXN-0010310,SND-02437,REC-01429,1008.49,TZS,p2p,2026-07-10T07:43:22,36,299,325.75,0,182,0,0,2,1,password_reset,0.3386,0,1
TXN-0010311,SND-03892,REC-01988,479.03,KES,bill_pay,2026-07-07T13:38:56,45,336,296.53,1,182,13,47,71,0,none,0.0,0,1
TXN-0010312,SND-01618,REC-00541,10928.85,GHS,agent_cashout,2026-07-02T20:59:45,53,25,2273.27,0,223,0,0,2,0,none,0.0,0,0
TXN-0010313,SND-00898,REC-00442,3682.77,UGX,agent_cashout,2026-07-10T08:58:58,27,274,306.2,1,919,0,0,4,0,none,0.0,0,0
TXN-0010314,SND-03256,REC-00479,104.17,ZAR,p2p,2026-07-27T14:20:09,59,655,225.4,0,40,0,2,5,0,none,0.0,0,0
TXN-0010315,SND-00436,REC-00824,11937.37,KES,agent_cashout,2026-07-03T09:54:05,24,775,1541.44,1,145,0,0,4,0,none,0.0,0,0
TXN-0010316,SND-00612,REC-02883,315.61,XOF,merchant,2026-07-19T08:48:43,47,354,432.77,0,65,17,41,112,0,none,0.0,0,1
TXN-0010317,SND-01562,REC-02045,266.08,XOF,bill_pay,2026-07-13T08:27:34,42,236,412.97,0,343,0,0,1,1,device_change,1.883,0,1
TXN-0010318,SND-03301,REC-01945,3972.05,ZAR,p2p,2026-07-29T16:47:43,40,1100,4154.22,0,95,0,0,0,1,sim_swap_alert,23.1915,3,1
TXN-0010319,SND-00815,REC-01234,3385.38,TZS,agent_cashout,2026-07-06T08:45:36,31,38,700.23,0,698,0,0,2,1,otp_delay_retry,1.0879,7,1
TXN-0010320,SND-01165,REC-02380,4316.71,UGX,p2p,2026-07-25T09:55:50,23,922,1422.45,0,397,0,0,3,0,none,0.0,0,0
TXN-0010321,SND-01617,REC-01749,318.51,TZS,agent_cashout,2026-07-29T12:50:18,42,389,348.24,1,854,0,0,1,0,none,0.0,0,0
TXN-0010322,SND-01714,REC-01161,2073.07,UGX,p2p,2026-07-11T04:07:16,22,365,391.58,1,184,0,0,0,0,none,0.0,0,1
TXN-0010323,SND-00251,REC-02800,323.31,XOF,merchant,2026-07-26T12:58:39,28,344,202.3,1,55,0,1,2,1,otp_delay_retry,41.8437,7,1
TXN-0010324,SND-02204,REC-00798,7092.67,TZS,agent_cashout,2026-07-11T08:58:52,28,72,457.61,0,1080,0,1,6,0,none,0.0,0,0
TXN-0010325,SND-02500,REC-01425,27781.07,GHS,p2p,2026-07-12T09:14:31,41,83,1261.55,0,300,0,1,1,1,otp_delay_retry,52.645,0,0
TXN-0010326,SND-01416,REC-01577,98.45,XOF,agent_cashout,2026-07-09T11:12:54,46,638,123.05,0,138,0,0,1,0,none,0.0,0,0
TXN-0010327,SND-03589,REC-02379,50.81,UGX,p2p,2026-07-15T15:53:19,31,171,10.0,0,98,0,1,3,0,none,0.0,0,0
TXN-0010328,SND-00375,REC-01429,1381.3,XOF,bill_pay,2026-07-06T14:02:27,44,353,132.85,1,182,0,0,2,0,none,0.0,0,0
TXN-0010329,SND-02009,REC-00734,4699.04,KES,p2p,2026-07-10T19:17:50,46,106,1577.18,0,191,0,1,5,0,none,0.0,0,0
TXN-0010330,SND-02664,REC-01443,3953.1,NGN,p2p,2026-07-14T15:17:17,44,255,249.31,1,112,0,0,3,1,pin_failed_then_success,21.083,2,1
TXN-0010331,SND-01260,REC-02143,10682.56,KES,p2p,2026-07-23T16:13:33,23,276,563.52,1,333,0,0,1,1,otp_delay_retry,9.4338,0,1
TXN-0010332,SND-03209,REC-01825,3578.16,GHS,p2p,2026-07-26T19:04:29,55,286,383.5,0,304,0,0,3,0,none,0.0,0,0
TXN-0010333,SND-03807,REC-01569,2209.48,UGX,merchant,2026-07-13T19:16:00,28,306,117.05,0,296,0,0,3,1,device_change,64.783,0,1
TXN-0010334,SND-03199,REC-01151,472.19,GHS,agent_cashout,2026-07-18T17:49:04,41,342,86.65,1,606,0,0,2,0,none,0.0,0,0
TXN-0010335,SND-01735,REC-01536,71.16,NGN,merchant,2026-07-06T17:10:26,27,1315,52.23,1,14,1,1,4,0,none,0.0,0,0
TXN-0010336,SND-02536,REC-01674,1156.63,ZAR,agent_cashout,2026-07-16T18:21:39,24,332,119.38,0,16,0,0,1,1,otp_delay_retry,20.5683,1,0
TXN-0010337,SND-01959,REC-00715,231.79,ZAR,merchant,2026-07-12T12:44:02,21,445,103.87,1,322,0,0,1,0,none,0.0,0,0
TXN-0010338,SND-00891,REC-02445,2091.38,NGN,p2p,2026-07-10T07:06:50,22,424,147.92,0,584,0,1,1,1,password_reset,7.5602,1,0
TXN-0010339,SND-00137,REC-00312,17293.25,GHS,agent_cashout,2026-07-19T09:21:35,30,1390,5760.95,0,557,0,0,0,0,none,0.0,0,1
TXN-0010340,SND-01213,REC-01883,186.92,GHS,bill_pay,2026-07-06T18:05:57,43,43,206.9,1,253,11,46,74,0,none,0.0,0,1
TXN-0010341,SND-03547,REC-01159,262.95,GHS,agent_cashout,2026-07-22T11:27:27,36,12,196.37,0,86,0,0,1,0,none,0.0,0,1
TXN-0010342,SND-00750,REC-00830,308.72,UGX,agent_cashout,2026-07-20T11:21:29,44,533,330.42,1,662,0,0,0,0,none,0.0,0,0
TXN-0010343,SND-03597,REC-00383,289.98,XOF,bill_pay,2026-07-06T11:53:35,28,585,204.19,1,7,0,1,1,0,none,0.0,0,0
TXN-0010344,SND-00920,REC-01409,235.95,UGX,merchant,2026-07-21T19:34:20,48,1709,62.73,0,8,0,0,3,0,none,0.0,0,1
TXN-0010345,SND-03622,REC-00516,450.98,TZS,merchant,2026-07-29T11:44:07,30,810,295.01,0,315,0,1,2,0,none,0.0,0,0
TXN-0010346,SND-00560,REC-02135,1611.28,ZAR,merchant,2026-07-03T09:21:40,48,229,104.45,0,1114,0,1,1,1,pin_failed_then_success,1.346,2,0
TXN-0010347,SND-02093,REC-02056,834.83,GHS,p2p,2026-07-02T16:46:58,26,20,1207.21,0,1361,13,26,140,0,none,0.0,0,1
TXN-0010348,SND-02350,REC-01631,21860.53,ZAR,p2p,2026-07-12T19:46:53,30,745,531.29,1,227,0,1,1,1,pin_failed_then_success,113.899,1,0
TXN-0010349,SND-01230,REC-01544,5017.14,GHS,p2p,2026-07-27T06:18:28,24,125,2113.28,1,1162,16,55,85,0,none,0.0,0,1
TXN-0010350,SND-00278,REC-02320,1076.1,TZS,merchant,2026-07-28T10:16:36,28,89,1440.92,0,929,16,51,163,0,none,0.0,0,1
TXN-0010351,SND-00187,REC-00543,1201.79,NGN,merchant,2026-07-05T14:45:34,40,133,136.91,1,501,0,2,3,1,device_change,76.7363,0,1
TXN-0010352,SND-00289,REC-00563,582.75,KES,bill_pay,2026-07-06T12:00:21,32,281,707.35,0,223,0,0,3,1,otp_delay_retry,36.1859,7,0
TXN-0010353,SND-00993,REC-00872,1249.89,UGX,merchant,2026-07-05T02:12:06,48,178,82.6,1,70,1,1,3,0,none,0.0,0,0
TXN-0010354,SND-00793,REC-01505,5719.06,NGN,p2p,2026-07-03T14:22:26,27,43,312.27,1,62,0,1,2,1,device_change,97.9759,1,0
TXN-0010355,SND-02523,REC-00657,252.2,TZS,p2p,2026-07-01T07:56:50,39,713,246.3,0,1474,0,1,1,0,none,0.0,0,0
TXN-0010356,SND-02151,REC-02977,2358.36,TZS,agent_cashout,2026-07-19T14:45:15,44,80,77.52,0,535,0,0,4,1,sim_swap_alert,13.6846,0,1
TXN-0010357,SND-01430,REC-00329,585.66,KES,merchant,2026-07-24T20:53:35,30,17,276.92,0,322,17,40,92,0,none,0.0,0,1
TXN-0010358,SND-02038,REC-02183,2102.49,ZAR,agent_cashout,2026-07-19T12:21:35,26,450,1176.35,1,450,0,0,2,0,none,0.0,0,0
TXN-0010359,SND-00479,REC-00906,51093.4,NGN,p2p,2026-07-10T17:34:52,29,651,1149.72,0,211,0,1,2,1,password_reset,42.0742,0,1
TXN-0010360,SND-01419,REC-01981,91.17,GHS,bill_pay,2026-07-20T12:00:15,31,320,93.07,1,454,0,1,3,0,none,0.0,0,0
TXN-0010361,SND-00052,REC-00383,3518.49,GHS,p2p,2026-07-09T20:16:08,26,505,377.82,0,7,0,0,2,0,none,0.0,0,0
TXN-0010362,SND-01048,REC-00647,38.09,UGX,agent_cashout,2026-07-10T12:56:36,41,274,30.22,1,356,13,39,103,0,none,0.0,0,1
TXN-0010363,SND-03735,REC-00790,1798.4,NGN,bill_pay,2026-07-15T07:29:26,23,119,66.39,1,243,0,1,4,1,pin_failed_then_success,31.3401,3,1
TXN-0010364,SND-03325,REC-02036,100.74,KES,p2p,2026-07-27T00:49:16,32,585,94.43,0,161,10,46,92,0,none,0.0,0,1
TXN-0010365,SND-01556,REC-02559,3662.59,NGN,p2p,2026-07-10T20:48:08,40,299,151.36,0,1030,0,0,1,1,device_change,33.7516,1,0
TXN-0010366,SND-02949,REC-00984,1300.09,TZS,agent_cashout,2026-07-22T08:19:25,30,610,249.99,1,423,0,0,0,0,none,0.0,0,0
TXN-0010367,SND-02210,REC-02336,464.36,GHS,bill_pay,2026-07-24T06:42:38,38,2471,841.58,0,169,0,1,3,0,none,0.0,0,0
TXN-0010368,SND-00374,REC-01852,721.3,XOF,p2p,2026-07-03T13:55:17,39,874,325.02,0,1500,4,25,86,0,none,0.0,0,1
TXN-0010369,SND-01180,REC-00831,7018.44,KES,p2p,2026-07-20T20:11:36,37,36,3036.55,0,719,14,53,162,0,none,0.0,0,1
TXN-0010370,SND-01865,REC-01408,911.77,TZS,p2p,2026-07-08T10:27:51,23,605,129.16,1,213,1,3,3,0,none,0.0,0,1
TXN-0010371,SND-01376,REC-02509,525.5,NGN,p2p,2026-07-30T13:22:12,33,374,521.68,0,931,0,0,0,0,none,0.0,0,0
TXN-0010372,SND-02422,REC-01520,1144.51,GHS,bill_pay,2026-07-24T16:41:08,33,209,683.86,1,268,0,0,5,1,password_reset,3.1104,0,0
TXN-0010373,SND-03869,REC-01548,168.75,UGX,bill_pay,2026-07-10T14:35:34,45,665,168.18,1,99,0,0,2,0,none,0.0,0,0
TXN-0010374,SND-00562,REC-00040,150.11,GHS,merchant,2026-07-04T07:44:17,31,1067,129.65,1,134,0,0,2,1,sim_swap_alert,67.1281,3,0
TXN-0010375,SND-02710,REC-01423,95.31,TZS,p2p,2026-07-23T10:29:39,47,823,14.02,1,166,0,0,1,0,none,0.0,0,0
TXN-0010376,SND-02559,REC-02452,472.43,XOF,agent_cashout,2026-07-08T17:03:54,50,319,476.01,0,38,0,1,2,0,none,0.0,0,0
TXN-0010377,SND-03917,REC-00486,3405.14,GHS,p2p,2026-07-08T15:26:40,33,944,188.12,0,18,0,0,4,1,password_reset,5.9603,1,1
TXN-0010378,SND-03940,REC-00236,120.4,NGN,merchant,2026-07-10T20:22:52,39,313,20.07,0,525,0,0,0,0,none,0.0,0,0
TXN-0010379,SND-00598,REC-02938,549.44,UGX,p2p,2026-07-24T17:58:06,51,795,1010.99,1,1172,15,52,71,0,none,0.0,0,1
TXN-0010380,SND-02478,REC-01151,1758.36,NGN,p2p,2026-07-25T12:24:41,41,430,342.03,1,606,0,0,2,1,sim_swap_alert,16.9536,1,0
TXN-0010381,SND-00616,REC-01957,945.98,NGN,p2p,2026-07-17T14:23:50,39,262,1070.63,0,572,17,34,89,0,none,0.0,0,0
TXN-0010382,SND-02908,REC-00966,391.61,ZAR,bill_pay,2026-07-17T11:52:51,28,133,162.34,1,74,0,0,2,0,none,0.0,0,0
TXN-0010383,SND-03721,REC-02700,266.49,NGN,p2p,2026-07-15T06:38:03,26,666,301.04,1,32,0,0,2,0,none,0.0,0,0
TXN-0010384,SND-03839,REC-02572,5244.62,GHS,merchant,2026-07-07T20:13:17,42,613,1064.2,0,120,0,0,2,0,none,0.0,0,0
TXN-0010385,SND-02273,REC-00631,523.24,TZS,bill_pay,2026-07-15T12:47:00,25,87,431.06,1,155,10,30,130,0,none,0.0,0,1
TXN-0010386,SND-01877,REC-02823,3592.0,ZAR,p2p,2026-07-12T16:29:53,41,713,325.93,0,4,0,0,1,1,device_change,145.9241,1,0
TXN-0010387,SND-03220,REC-00128,372.61,UGX,merchant,2026-07-13T12:16:33,22,273,284.21,0,480,0,0,0,1,otp_delay_retry,0.2445,0,0
TXN-0010388,SND-00832,REC-00653,36.52,ZAR,p2p,2026-07-12T15:18:51,27,155,48.28,0,248,0,0,0,0,none,0.0,0,0
TXN-0010389,SND-00355,REC-00180,2082.68,UGX,p2p,2026-07-30T11:46:19,27,122,2565.78,0,271,1,1,2,1,sim_swap_alert,42.7201,5,1
TXN-0010390,SND-02623,REC-01216,2280.69,NGN,p2p,2026-07-10T08:11:40,46,940,825.37,0,101,0,0,1,0,none,0.0,0,0
TXN-0010391,SND-00264,REC-02714,528.69,XOF,p2p,2026-07-09T07:42:20,29,856,651.24,1,993,0,0,3,0,none,0.0,0,0
TXN-0010392,SND-01504,REC-00396,125.63,ZAR,p2p,2026-07-09T18:33:21,43,115,211.26,0,703,0,0,1,1,device_change,23.7693,0,0
TXN-0010393,SND-03029,REC-00726,225.1,ZAR,p2p,2026-07-17T10:04:20,57,593,149.12,0,886,0,1,2,0,none,0.0,0,1
TXN-0010394,SND-00508,REC-02169,197.56,NGN,merchant,2026-07-02T20:46:47,46,2955,345.98,0,682,0,0,4,1,password_reset,14.143,4,1
TXN-0010395,SND-03024,REC-00482,2179.29,NGN,agent_cashout,2026-07-29T13:57:47,24,1711,321.49,1,53,0,1,2,0,none,0.0,0,0
TXN-0010396,SND-03275,REC-01718,933.2,XOF,bill_pay,2026-07-24T16:46:25,47,507,38.33,1,4,0,0,0,0,none,0.0,0,1
TXN-0010397,SND-01250,REC-02815,1123.32,XOF,p2p,2026-07-09T12:41:41,35,41,455.71,0,387,18,27,55,0,none,0.0,0,1
TXN-0010398,SND-03757,REC-00498,924.0,UGX,p2p,2026-07-12T06:02:55,38,114,107.94,1,158,0,1,1,0,none,0.0,0,0
TXN-0010399,SND-01924,REC-00073,2777.14,KES,bill_pay,2026-07-09T11:38:07,26,776,206.25,0,233,0,0,5,1,password_reset,101.1107,1,0
TXN-0010400,SND-01710,REC-00163,651.95,GHS,bill_pay,2026-07-26T05:10:09,44,332,549.04,1,849,10,52,123,0,none,0.0,0,1
TXN-0010401,SND-00533,REC-01578,210.18,KES,p2p,2026-07-22T08:11:33,50,35,147.07,0,1053,0,0,2,1,sim_swap_alert,2.3025,6,1
TXN-0010402,SND-02983,REC-01695,1171.19,UGX,p2p,2026-07-11T16:27:41,36,27,93.29,0,54,1,1,2,1,pin_failed_then_success,30.1491,2,1
TXN-0010403,SND-02264,REC-00068,82.45,KES,agent_cashout,2026-07-07T14:51:42,35,70,105.55,0,22,0,0,2,1,device_change,28.8995,1,0
TXN-0010404,SND-03048,REC-00626,125.54,NGN,agent_cashout,2026-07-04T14:20:57,35,729,225.11,0,679,0,2,4,0,none,0.0,0,0
TXN-0010405,SND-03931,REC-00806,6566.72,GHS,agent_cashout,2026-07-09T16:23:09,36,1057,262.85,0,96,0,0,4,1,otp_delay_retry,4.9816,1,1
TXN-0010406,SND-03669,REC-00984,2050.31,XOF,p2p,2026-07-21T19:51:25,22,1653,1016.94,0,423,0,1,2,1,pin_failed_then_success,43.5006,3,1
TXN-0010407,SND-00955,REC-01101,36.3,TZS,merchant,2026-07-26T12:51:59,34,318,56.45,1,310,1,2,3,0,none,0.0,0,0
TXN-0010408,SND-00429,REC-02265,16.79,KES,p2p,2026-07-17T16:50:14,34,1479,13.88,1,31,0,0,2,0,none,0.0,0,0
TXN-0010409,SND-03104,REC-01969,259.09,KES,agent_cashout,2026-07-18T16:19:21,33,417,206.94,1,64,0,1,4,0,none,0.0,0,0
TXN-0010410,SND-01914,REC-02219,777.85,NGN,p2p,2026-07-26T09:50:24,38,10,55.02,0,442,0,0,2,0,none,0.0,0,1
TXN-0010411,SND-02632,REC-00388,1585.26,GHS,p2p,2026-07-30T05:56:12,37,54,252.8,0,210,0,0,2,0,none,0.0,0,1
TXN-0010412,SND-03581,REC-01091,2936.79,KES,merchant,2026-07-03T13:04:09,34,853,538.2,0,35,0,0,0,0,none,0.0,0,0
TXN-0010413,SND-01916,REC-00669,469.55,ZAR,p2p,2026-07-02T15:46:28,48,201,209.45,1,307,4,25,126,0,none,0.0,0,1
TXN-0010414,SND-03541,REC-02820,585.83,ZAR,p2p,2026-07-14T10:31:41,56,108,628.51,0,1020,0,1,3,0,none,0.0,0,1
TXN-0010415,SND-01788,REC-00522,693.26,UGX,bill_pay,2026-07-30T17:25:24,37,182,609.06,0,307,0,0,1,0,none,0.0,0,1
TXN-0010416,SND-02224,REC-01211,4481.99,ZAR,agent_cashout,2026-07-04T16:22:13,31,35,183.09,0,177,0,0,3,1,otp_delay_retry,54.6622,1,0
TXN-0010417,SND-01478,REC-02844,779.28,ZAR,agent_cashout,2026-07-09T07:13:41,52,263,133.7,0,383,0,0,2,0,none,0.0,0,0
TXN-0010418,SND-03006,REC-00188,1897.29,ZAR,bill_pay,2026-07-17T14:59:30,43,1986,92.89,1,155,0,0,2,1,sim_swap_alert,35.6877,0,1
TXN-0010419,SND-01183,REC-00371,52.8,GHS,bill_pay,2026-07-11T22:25:33,44,356,76.37,1,166,0,0,5,0,none,0.0,0,0
TXN-0010420,SND-00933,REC-01995,1181.57,KES,bill_pay,2026-07-25T16:18:58,37,468,139.34,0,255,0,0,3,0,none,0.0,0,0
TXN-0010421,SND-02249,REC-02446,72.24,NGN,p2p,2026-07-02T16:28:40,30,115,66.36,0,259,0,0,4,0,none,0.0,0,1
TXN-0010422,SND-00642,REC-00818,197.68,TZS,merchant,2026-07-30T11:40:53,36,278,279.35,1,1981,0,0,0,0,none,0.0,0,0
TXN-0010423,SND-03484,REC-02234,129.63,UGX,bill_pay,2026-07-14T17:18:49,41,573,225.63,0,554,1,2,4,0,none,0.0,0,1
TXN-0010424,SND-00026,REC-01892,8065.31,KES,p2p,2026-07-20T10:36:36,38,148,1174.47,1,630,0,2,2,1,pin_failed_then_success,5.855,1,1
TXN-0010425,SND-02689,REC-02107,437.03,XOF,agent_cashout,2026-07-20T11:46:24,37,407,52.99,1,561,1,1,3,1,otp_delay_retry,4.8166,0,0
TXN-0010426,SND-02101,REC-00743,13690.51,UGX,agent_cashout,2026-07-25T15:27:35,36,47,485.57,0,192,0,0,4,1,sim_swap_alert,7.7381,1,0
TXN-0010427,SND-03906,REC-01767,5029.1,GHS,p2p,2026-07-04T11:41:27,32,410,2712.53,0,37,0,0,2,0,none,0.0,0,0
TXN-0010428,SND-02185,REC-01886,2489.29,UGX,p2p,2026-07-16T18:51:58,26,1115,421.04,0,166,0,1,2,0,none,0.0,0,0
TXN-0010429,SND-00353,REC-00493,732.39,XOF,agent_cashout,2026-07-27T06:47:07,30,167,263.31,1,1225,0,0,0,0,none,0.0,0,0
TXN-0010430,SND-00608,REC-02682,12734.47,ZAR,p2p,2026-07-03T04:22:05,31,1041,874.49,0,237,0,0,4,0,none,0.0,0,0
TXN-0010431,SND-02199,REC-01547,1643.42,UGX,merchant,2026-07-06T17:59:18,47,3771,1791.2,0,129,0,1,2,0,none,0.0,0,0
TXN-0010432,SND-03587,REC-00942,186.52,UGX,p2p,2026-07-15T07:19:50,51,448,199.73,0,601,0,0,0,1,pin_failed_then_success,15.037,5,1
TXN-0010433,SND-02211,REC-02310,1112.27,NGN,merchant,2026-07-13T19:56:24,28,321,59.3,0,167,0,0,1,0,none,0.0,0,1
TXN-0010434,SND-00952,REC-02636,7183.72,XOF,p2p,2026-07-08T09:21:39,33,142,421.7,0,16,0,0,1,1,device_change,61.4006,1,0
TXN-0010435,SND-02896,REC-01024,316.69,NGN,agent_cashout,2026-07-18T07:20:09,19,378,54.43,0,170,0,1,3,0,none,0.0,0,0
TXN-0010436,SND-00171,REC-02498,11579.69,ZAR,agent_cashout,2026-07-18T18:08:19,39,580,572.51,0,121,0,1,1,1,device_change,3.9308,1,1
TXN-0010437,SND-00761,REC-01123,44.22,XOF,agent_cashout,2026-07-29T17:34:53,22,688,39.0,0,718,1,1,2,0,none,0.0,0,0
TXN-0010438,SND-03846,REC-00433,1116.56,TZS,bill_pay,2026-07-06T16:03:10,37,49,2349.51,1,479,0,0,1,1,otp_delay_retry,31.8429,7,0
TXN-0010439,SND-02565,REC-00468,3874.61,KES,merchant,2026-07-02T10:11:27,30,19,8558.3,1,84,0,0,2,1,sim_swap_alert,110.0456,0,1
TXN-0010440,SND-02600,REC-02958,380.15,TZS,p2p,2026-07-19T06:01:45,24,501,416.02,0,238,0,0,5,0,none,0.0,0,0
TXN-0010441,SND-02378,REC-02454,1025.28,KES,merchant,2026-07-09T13:15:36,30,204,1185.23,1,401,0,0,5,0,none,0.0,0,0
TXN-0010442,SND-01428,REC-00753,880.18,UGX,merchant,2026-07-04T06:33:45,35,237,1620.88,1,279,0,0,1,0,none,0.0,0,0
TXN-0010443,SND-01699,REC-00197,8199.68,XOF,merchant,2026-07-20T10:37:06,34,3352,709.03,1,71,0,0,2,0,none,0.0,0,0
TXN-0010444,SND-01587,REC-01610,17686.46,KES,agent_cashout,2026-07-28T09:37:46,34,977,1126.99,0,63,0,0,3,1,password_reset,32.7401,1,1
TXN-0010445,SND-00446,REC-02111,1267.84,NGN,p2p,2026-07-28T18:19:58,61,1590,453.55,0,982,0,0,0,1,otp_delay_retry,56.3413,6,1
TXN-0010446,SND-03097,REC-01152,1297.77,UGX,agent_cashout,2026-07-15T14:19:07,30,481,1311.49,0,6,16,46,72,0,none,0.0,0,1
TXN-0010447,SND-02195,REC-02475,327.04,XOF,p2p,2026-07-09T08:54:12,33,1134,134.71,0,11,0,0,0,0,none,0.0,0,1
TXN-0010448,SND-03435,REC-00892,241.24,KES,p2p,2026-07-29T18:24:28,21,311,231.92,1,524,0,0,1,1,sim_swap_alert,0.7836,6,1
TXN-0010449,SND-03607,REC-02612,3772.73,GHS,merchant,2026-07-06T14:40:37,47,279,677.63,1,86,0,1,3,1,password_reset,10.4458,3,0
TXN-0010450,SND-01440,REC-00302,9337.17,TZS,bill_pay,2026-07-13T19:58:35,28,211,308.75,1,405,0,0,2,1,password_reset,15.3112,1,0
TXN-0010451,SND-03250,REC-00930,28884.39,ZAR,merchant,2026-07-25T08:17:51,61,351,1388.38,1,640,0,2,2,1,device_change,7.5305,0,1
TXN-0010452,SND-02876,REC-00525,1916.25,ZAR,p2p,2026-07-08T08:51:23,33,348,169.37,0,44,1,1,4,1,pin_failed_then_success,1.6019,1,0
TXN-0010453,SND-03774,REC-02555,953.37,UGX,p2p,2026-07-09T07:43:42,40,713,207.06,0,999,0,0,1,0,none,0.0,0,1
TXN-0010454,SND-00152,REC-02955,108.78,KES,agent_cashout,2026-07-14T14:45:22,32,133,200.56,1,1317,0,0,1,0,none,0.0,0,0
TXN-0010455,SND-02023,REC-01538,243.91,TZS,merchant,2026-07-21T16:51:53,28,444,225.48,0,120,0,0,0,0,none,0.0,0,0
TXN-0010456,SND-02614,REC-00617,994.91,UGX,merchant,2026-07-06T22:37:31,45,963,577.51,0,311,0,1,4,1,sim_swap_alert,53.8782,4,0
TXN-0010457,SND-00706,REC-01996,39.04,TZS,p2p,2026-07-17T13:33:15,40,86,59.1,0,435,10,54,127,1,otp_delay_retry,49.2517,1,1
TXN-0010458,SND-03795,REC-00032,61.12,GHS,bill_pay,2026-07-24T07:49:02,53,39,40.02,0,728,0,0,1,0,none,0.0,0,0
TXN-0010459,SND-00356,REC-00518,282.78,GHS,p2p,2026-07-19T19:20:22,30,139,336.66,1,101,1,1,3,0,none,0.0,0,0
TXN-0010460,SND-03520,REC-01592,333.18,ZAR,p2p,2026-07-30T09:48:26,26,1106,520.99,0,250,0,2,5,1,pin_failed_then_success,1.9288,7,1
TXN-0010461,SND-03744,REC-02047,367.33,ZAR,agent_cashout,2026-07-21T15:39:31,23,237,167.54,0,219,0,0,1,1,pin_failed_then_success,47.4103,7,1
TXN-0010462,SND-03320,REC-02951,311.35,GHS,bill_pay,2026-07-04T07:47:29,22,190,281.11,1,591,0,2,5,0,none,0.0,0,0
TXN-0010463,SND-03651,REC-02585,1035.12,KES,agent_cashout,2026-07-17T10:36:51,34,1278,887.68,0,341,0,1,4,1,sim_swap_alert,1.1983,6,1
TXN-0010464,SND-00818,REC-01158,77.01,ZAR,p2p,2026-07-24T12:53:21,40,76,166.27,0,705,0,0,2,0,none,0.0,0,0
TXN-0010465,SND-02753,REC-02181,1621.87,XOF,merchant,2026-07-24T08:02:17,30,1777,1752.68,0,1129,6,36,153,0,none,0.0,0,0
TXN-0010466,SND-01534,REC-01254,4604.77,ZAR,bill_pay,2026-07-03T13:59:07,24,25,289.06,1,280,1,1,2,1,password_reset,6.1222,0,0
TXN-0010467,SND-02302,REC-02981,488.04,GHS,p2p,2026-07-03T19:03:57,32,22,87.13,0,218,0,0,4,1,otp_delay_retry,0.2286,8,0
TXN-0010468,SND-02299,REC-00125,672.07,NGN,merchant,2026-07-05T05:21:09,31,1122,752.49,1,510,0,0,2,1,sim_swap_alert,23.0075,3,1
TXN-0010469,SND-02322,REC-01569,81.5,UGX,agent_cashout,2026-07-18T08:57:20,45,12,204.53,0,296,0,0,0,1,password_reset,20.2303,3,1
TXN-0010470,SND-01516,REC-01288,42.55,UGX,agent_cashout,2026-07-28T18:28:52,27,93,37.66,0,1159,0,1,3,0,none,0.0,0,0
TXN-0010471,SND-01303,REC-01936,187.65,UGX,agent_cashout,2026-07-24T15:34:02,33,525,75.28,0,561,0,1,2,0,none,0.0,0,0
TXN-0010472,SND-02688,REC-01897,77.48,ZAR,p2p,2026-07-28T12:26:16,42,1110,70.43,1,730,0,0,1,0,none,0.0,0,1
TXN-0010473,SND-02001,REC-01310,39.48,NGN,p2p,2026-07-07T06:33:56,42,38,86.01,0,88,0,1,5,1,sim_swap_alert,45.5706,7,1
TXN-0010474,SND-00251,REC-00012,179.83,GHS,p2p,2026-07-21T14:26:19,28,344,202.3,0,81,0,0,3,0,none,0.0,0,0
TXN-0010475,SND-01820,REC-01729,30.67,UGX,agent_cashout,2026-07-03T15:39:10,29,831,57.8,0,770,0,0,0,1,otp_delay_retry,14.1575,3,1
